afile	alang	akorp	astatus	sentlength	ppron	possdet	indef	cconj	whconj	relativ	pied	correl	copula	attrib	pasttense	lexdens	lexTTR	mquantif	mpred	finites	infs	pverbals	deverbals	bypassives	shortpassives	sconj	addit	advers	caus	tempseq	epist	but	comp	sup	neg	numcls	simple	demdets	nnargs	mhd	mdd	acl	aux	aux:pass	ccomp	nsubj:pass	parataxis	xcomp
EO_FICTION_003	en	croco	stu	16.2510460251	0.0774974253	0.0061791967	0.0046343975	0.6652719665	0.050209205	0.1715481172	0	0	0.3472803347	0.8493723849	1.2217573222	0.3959835221	0.9679043424	0.0048918641	0.0836820084	0.8846153846	0.0598290598	0.0576923077	0.0769230769	0	0.0585774059	0.1380753138	0.0125523013	0.0209205021	0.0209205021	0.0376569038	0.0753138075	0.050209205	0.015503876	0.007751938	0.1506276151	0.8870292887	0.5732217573	0.0056642636	0.390328152	2.7493757428	1.1701241022	0.0472359579	0.12945655	0.0206433734	0.0905260012	0.0170570016	0.0681712523	0.0607093046
EO_ESSAY_003	en	croco	stu	18.125	0.0524137931	0	0	0.675	0.1	0.3	0	0.025	0.65	0.85	0.375	0.3806896552	0.9684210526	0.0096551724	0.375	0.9452054795	0.1369863014	0.0410958904	0.1369863014	0	0.125	0.3	0.025	0.05	0	0.05	0.15	0.125	0.0777777778	0.0111111111	0.4	1.0975609756	0.3414634146	0.0096551724	0.4333333333	3.237109036	1.4425938752	0.0325203252	0.3032520325	0.0345528455	0.0333333333	0.0284552846	0.0556910569	0.1288617886
EO_SPEECH_004	en	croco	stu	18.1041666667	0.0451668585	0.002013809	0.001150748	0.6458333333	0.046875	0.15625	0	0.03125	0.1927083333	1.15625	0.7239583333	0.4004602992	0.9775280899	0.0048906789	0.1458333333	0.746835443	0.1924050633	0.0455696203	0.1012658228	0.0208333333	0.1302083333	0.2239583333	0.046875	0.015625	0	0.078125	0.0208333333	0.0885416667	0.0132625995	0.023872679	0.125	0.9322916667	0.4270833333	0.0181242808	0.6038543897	3.2141254156	1.3077577843	0.0630642361	0.4094494048	0.0382440476	0.0436259921	0.0388950893	0.0062934028	0.0529761905
GTrans_FICTION_009	de	croco	pro	21.4615384615	0.0560675883	0.017921147	0.0012800819	0.7582417582	0.0054945055	0.2857142857	0.0054945055	0.010989011	0.2967032967	0.9450549451	0.5494505495	0.386328725	0.987565445	0.0138248848	0.2032967033	0.8636363636	0.0714285714	0.0238095238	0.0476190476	0.0054945055	0.0494505495	0.3626373626	0.1043956044	0.043956044	0.1263736264	0.2527472527	0.1098901099	0.1043956044	0.0417422868	0.0054446461	0.1813186813	0.8736263736	0.489010989	0.0051203277	0.4050847458	2.9498781594	1.6580150056	0.1296156835	0.1480745293	0.0248778999	0.0401511797	0.014139493	0.051187625	0.0530918105
GTrans_INSTR_004	de	croco	pro	15.8659793814	0.0211176088	0.0029239766	0.0003248863	0.3659793814	0	0.0979381443	0.0206185567	0	0.1237113402	0.7835051546	0.0670103093	0.4269005848	0.9640498899	0.0058479532	0.4175257732	0.7852941176	0.05	0.0088235294	0.1558823529	0.0154639175	0.2010309278	0.1907216495	0.0927835052	0.0309278351	0.0515463918	0.1391752577	0.0360824742	0.0051546392	0.0425531915	0.009118541	0.0567010309	0.4153846154	0.6615384615	0.0165692008	0.6246786632	2.9638270351	1.8198237438	0.0612820513	0.2442307692	0.1112393162	0.0087606838	0.0823931624	0.0134188034	0.0225641026
GTrans_ESSAY_024	de	croco	pro	24.4285714286	0.0140350877	0.0070175439	0	0.6571428571	0.0285714286	0.0571428571	0	0	0.3714285714	2.1428571429	0.0857142857	0.4561403509	0.975	0.0081871345	0.0571428571	0.8333333333	0.0303030303	0.0151515152	0.3787878788	0.0285714286	0	0.3428571429	0.2571428571	0.0285714286	0.1142857143	0.2285714286	0.1142857143	0.0285714286	0.0763358779	0.0458015267	0.0571428571	0.4571428571	0.6	0.0210526316	0.8684210526	3.3612392135	2.3145317923	0.12	0.1476190476	0.0461904762	0.0366666667	0.0461904762	0	0.0523809524
GTrans_SPEECH_014	de	croco	pro	26.0148148148	0.0290432802	0.013667426	0	1.1111111111	0	0.2666666667	0.0148148148	0.0222222222	0.3481481481	1.7259259259	0.1777777778	0.4054669704	0.978021978	0.0051252847	0.2814814815	0.7655172414	0.0965517241	0.0068965517	0.3551724138	0	0.0962962963	0.3555555556	0.2296296296	0.0962962963	0.1037037037	0.1777777778	0.0666666667	0.0148148148	0.0905077263	0.0110375276	0.1333333333	0.7555555556	0.437037037	0.0096810934	0.6179487179	3.3875968658	2.3381041365	0.1324867725	0.2128277484	0.0543592005	0.0480540858	0.0304938272	0.0288683128	0.049218107
GTrans_SHARE_008	de	croco	pro	19.5625	0.0319488818	0.0266240682	0	0.5833333333	0	0.2604166667	0.0416666667	0.03125	0.2395833333	1.1979166667	0.1145833333	0.433972311	0.9842995169	0.0031948882	0.1145833333	0.7052631579	0.1315789474	0.0157894737	0.2368421053	0	0.0833333333	0.1770833333	0.2083333333	0.0625	0.0625	0.1666666667	0.03125	0.0208333333	0.11328125	0.0078125	0.0729166667	0.5918367347	0.5612244898	0.0127795527	0.5512820513	3.1778293382	1.7654099963	0.1260204082	0.1977891156	0.0544217687	0.018707483	0.0462585034	0.0105442177	0.0568027211
GTrans_SHARE_005	de	croco	pro	27.69375	0.0191830287	0.0126382306	0	1.4025157233	0.0062893082	0.3018867925	0.0628930818	0.0314465409	0.2830188679	1.8050314465	0.106918239	0.4222523132	0.9852553976	0.006544798	0.3459119497	0.7528089888	0.1207865169	0.0140449438	0.2106741573	0.0062893082	0.2264150943	0.213836478	0.3081761006	0.0691823899	0.106918239	0.1886792453	0.0251572327	0.0062893082	0.0694668821	0.0258481422	0.0440251572	0.6419753086	0.5679012346	0.0115098172	0.674584323	3.4992804485	2.2846840187	0.0982216343	0.2108759553	0.115755438	0.0146825397	0.086537331	0.0184156379	0.0367430923
GTrans_INSTR_001	de	croco	pro	19.7790055249	0.0441340782	0	0	0.6132596685	0	0.0552486188	0.0110497238	0.0165745856	0.0883977901	0.8729281768	0.0331491713	0.3737430168	0.9442484121	0.001396648	0.2928176796	0.868852459	0.0081967213	0.0286885246	0.3196721311	0	0.2928176796	0.2430939227	0.0662983425	0.0662983425	0.0276243094	0.0939226519	0.0607734807	0	0.0705128205	0.0032051282	0.1436464088	0.3278688525	0.7267759563	0.0120111732	0.4970588235	3.2481745135	2.0850850709	0.035701275	0.1667187093	0.1185532136	0.0131147541	0.0757416081	0.023132969	0.0100182149
GTrans_ESSAY_003	de	croco	pro	15.0227272727	0.0514372163	0.0090771558	0.0045385779	0.5909090909	0.0681818182	0.1818181818	0	0.0227272727	0.1590909091	0.5909090909	0.1136363636	0.378214826	0.9803921569	0.0075642965	0.4772727273	0.8115942029	0.0869565217	0.0144927536	0.0579710145	0.0227272727	0.0909090909	0.1136363636	0.2045454545	0.0454545455	0.0681818182	0.0454545455	0.0909090909	0.0909090909	0.0379746835	0	0.3181818182	0.5	0.5454545455	0.0090771558	0.4886363636	2.9219487192	1.7209443708	0.1068181818	0.3454545455	0.0359848485	0.0272727273	0.0340909091	0.0284090909	0.0321969697
GTrans_INSTR_010	de	croco	pro	15.9049773756	0.0475106686	0.0008534851	0	0.4208144796	0	0.0135746606	0	0	0.0316742081	0.5113122172	0.0180995475	0.3664295875	0.9802130898	0.0008534851	0.07239819	0.6196078431	0.2274509804	0.0274509804	0.2901960784	0	0.1221719457	0.1312217195	0.0090497738	0	0.0497737557	0.0452488688	0.0135746606	0.0045248869	0.0692640693	0	0.1176470588	0.4241071429	0.6205357143	0.0017069701	0.6128266033	3.1069191245	1.4714617303	0.0510416667	0.0388392857	0.0560267857	0.0041666667	0.0364583333	0.0066964286	0.016889881
GTrans_ESSAY_014	de	croco	pro	29.3928571429	0.0303766707	0.0218712029	0	1.25	0.1071428571	0.4285714286	0.0714285714	0	0.5	1.8571428571	0.0357142857	0.4021871203	0.9764011799	0.0085054678	0.1785714286	0.6811594203	0.0579710145	0.0144927536	0.231884058	0	0.0714285714	0.2142857143	0.2142857143	0.1428571429	0.0714285714	0.25	0.0357142857	0.1428571429	0.0483870968	0.0080645161	0.1785714286	0.8333333333	0.4666666667	0.0097205346	0.4722222222	3.7201835964	2.7003323058	0.2455555556	0.2761111111	0.05	0.0233333333	0.0638888889	0	0.0677777778
GTrans_WEB_012	de	croco	pro	22.6463414634	0.0180398492	0.0105008078	0.0010770059	0.9146341463	0.006097561	0.1585365854	0.0304878049	0	0.2073170732	1.2195121951	0.1768292683	0.4127625202	0.9839537869	0.0032310178	0.1341463415	0.7167630058	0.1242774566	0.0115606936	0.2861271676	0.0365853659	0.2256097561	0.243902439	0.1402439024	0.0670731707	0.0426829268	0.1463414634	0.0182926829	0.0304878049	0.0658536585	0.0195121951	0.0914634146	0.6385542169	0.5421686747	0.0094238018	0.7146814404	3.3001377119	1.9589117665	0.0928953911	0.1271156053	0.1068966342	0.0207329317	0.0795371964	0.0238955823	0.0511115892
GTrans_SPEECH_013	de	croco	pro	23.4122807018	0.039340577	0.0146122143	0	0.9122807018	0.0350877193	0.201754386	0.0175438596	0.0263157895	0.2543859649	1.0526315789	0.298245614	0.3907830648	0.969330855	0.0082427876	0.2631578947	0.75	0.0928571429	0.0142857143	0.1785714286	0.0087719298	0.1754385965	0.4122807018	0.1403508772	0.0877192982	0.0877192982	0.298245614	0.0789473684	0.0263157895	0.0512820513	0.0064102564	0.0964912281	0.8771929825	0.4561403509	0.0108654927	0.575562701	3.1631119444	2.0693683025	0.0767637577	0.2566981021	0.0513082921	0.0410192147	0.0627849003	0.0174220273	0.0594391963
GTrans_INSTR_007	de	croco	pro	19.8333333333	0.0618053673	0.0037950664	0.0002710762	0.5806451613	0.0107526882	0.0591397849	0.0161290323	0	0.1451612903	0.752688172	0.0537634409	0.3751694226	0.959778086	0.0024396856	0.2903225806	0.7791411043	0.0766871166	0	0.1134969325	0.0053763441	0.2150537634	0.376344086	0.064516129	0.0161290323	0.0806451613	0.123655914	0.0698924731	0.0053763441	0.0502645503	0.0105820106	0.2419354839	0.6310160428	0.5401069519	0.0021686094	0.5309090909	3.0881894396	1.7536439073	0.0630634072	0.1279814956	0.0679017061	0.0195951108	0.063542993	0.0229649436	0.0229946524
GTrans_POPSCI_005	de	croco	pro	21.7985611511	0.0353135314	0.0135313531	0.001320132	0.7246376812	0.0144927536	0.2028985507	0.0217391304	0.0217391304	0.3333333333	1.2608695652	0.2246376812	0.4504950495	0.9763948498	0.0184818482	0.1884057971	0.7987616099	0.080495356	0.0154798762	0.1578947368	0	0.0797101449	0.4057971014	0.1956521739	0.1304347826	0.0724637681	0.1739130435	0.1304347826	0.0869565217	0.0960451977	0.0056497175	0.2101449275	0.7202797203	0.4895104895	0.0102310231	0.539192399	3.1404921915	1.9049114578	0.1008741259	0.1516705517	0.0476190476	0.0464535465	0.0237262737	0.0144022644	0.0669275169
GTrans_SPEECH_011	de	croco	pro	19.8105263158	0.0387885228	0.0292242295	0	0.7894736842	0	0.1368421053	0.0105263158	0.0105263158	0.3157894737	1.2842105263	0.1789473684	0.4096705632	0.9613466334	0.0132837407	0.2	0.8	0.0941176471	0.0058823529	0.1176470588	0.0210526316	0.0736842105	0.2210526316	0.1473684211	0.0315789474	0.0631578947	0.1052631579	0.0736842105	0.0105263158	0.0145454545	0.0109090909	0.1578947368	0.5257731959	0.6082474227	0.0122210414	0.5855855856	3.1931298055	1.9322748834	0.0774177712	0.1616593029	0.0509081983	0.0290623466	0.0344869907	0.0111683849	0.0793814433
GTrans_SPEECH_008	de	croco	pro	30.0430107527	0.0311381532	0.0196850394	0	1.1630434783	0.0108695652	0.5	0.0869565217	0.0108695652	0.4673913043	2.0652173913	0.2282608696	0.4005010737	0.9764397906	0.0042949177	0.2717391304	0.7209302326	0.1085271318	0.011627907	0.2906976744	0	0.1195652174	0.347826087	0.2173913043	0.0760869565	0.0543478261	0.1956521739	0.0652173913	0.0217391304	0.0911854103	0.0060790274	0.25	1	0.4536082474	0.0143163923	0.5526315789	3.7304980158	2.4178394665	0.2138383751	0.1980352778	0.0690839785	0.0358219858	0.0238854586	0.0058520315	0.0537923417
GTrans_POPSCI_001	de	croco	pro	21.5496688742	0.012292563	0.0079901659	0	0.68	0.0066666667	0.2933333333	0.06	0	0.22	1.1466666667	0.2666666667	0.4194837124	0.9927272727	0.0110633067	0.28	0.8779661017	0.0711864407	0.0033898305	0.1355932203	0.0133333333	0.1733333333	0.28	0.12	0.08	0.12	0.1733333333	0.0533333333	0.0533333333	0.0746268657	0.0248756219	0.0533333333	0.7142857143	0.4805194805	0.0073755378	0.7551020408	3.3926813964	1.9123999788	0.1272340754	0.1597557205	0.1018089054	0.0180735931	0.0778293135	0.0177643785	0.0306895485
GTrans_ESSAY_017	de	croco	pro	21.6842105263	0.0242718447	0.0080906149	0	0.8771929825	0	0.1403508772	0.0175438596	0	0.2456140351	1.4561403509	0.1929824561	0.4207119741	0.9885931559	0.003236246	0.298245614	0.7592592593	0.1018518519	0.0092592593	0.3055555556	0.0175438596	0.1052631579	0.2456140351	0.1228070175	0.0877192982	0.0175438596	0.1403508772	0.0175438596	0.0175438596	0.1095890411	0.0136986301	0.1052631579	0.5614035088	0.5438596491	0.0113268608	0.6805555556	3.1338001941	2.0671699906	0.0701754386	0.2535087719	0.0628654971	0.0269005848	0.0453216374	0.0087719298	0.0371345029
GTrans_INSTR_006	de	croco	pro	19.5384615385	0.0620657712	0.0053265401	0.0006947661	0.4298642534	0	0.2307692308	0.0271493213	0	0.1674208145	0.6018099548	0.0588235294	0.3672996758	0.9423648247	0.0027790644	0.3846153846	0.6652360515	0.1502145923	0	0.1201716738	0.0135746606	0.149321267	0.2036199095	0.0814479638	0.0135746606	0.0180995475	0.0859728507	0.0090497738	0.0180995475	0.0301204819	0.0090361446	0.1221719457	0.982300885	0.3716814159	0.0081056044	0.5015772871	3.2127712238	1.7423854093	0.1006444023	0.1698412698	0.0574624245	0.0053887484	0.0444409327	0.0605141172	0.0523405675
GTrans_TOU_010	de	croco	pro	20.6701570681	0.0329280648	0.0116514691	0	0.9842931937	0.0261780105	0.1518324607	0.0209424084	0.0157068063	0.1989528796	1.4502617801	0.0994764398	0.3700607903	0.9891672309	0.0070921986	0.1465968586	0.84375	0.05859375	0.00390625	0.125	0.0052356021	0.0628272251	0.0628272251	0.1570680628	0.0314136126	0.0523560209	0.1727748691	0.0628272251	0.0261780105	0.0308529946	0.0290381125	0.0471204188	0.3041237113	0.7474226804	0.0075987842	0.5069252078	3.1332754241	1.743065724	0.0983676976	0.1292955326	0.035652921	0.0103092784	0.0382302405	0.0206185567	0.0025773196
GTrans_INSTR_008	de	croco	pro	32.1650485437	0.0561424691	0.0030184123	0	1.1747572816	0.0097087379	0.145631068	0.0194174757	0	0.2524271845	1.7475728155	0.067961165	0.3815273166	0.9028571429	0.0021128886	0.2912621359	0.81640625	0.078125	0.00390625	0.265625	0.0194174757	0.1941747573	0.3689320388	0.1067961165	0.0388349515	0.0485436893	0.2038834951	0.0194174757	0	0.0707964602	0.005899705	0.3009708738	0.9805825243	0.4951456311	0.0063386659	0.5464135021	3.3425678401	1.9916963932	0.1144729295	0.1887656033	0.0484833033	0.0115811373	0.0607558822	0.0330260259	0.0654994301
GTrans_SHARE_001	de	croco	pro	23.5679012346	0.0340492404	0.0193818753	0.0005238345	0.7160493827	0.012345679	0.1358024691	0.024691358	0	0.1975308642	1.5185185185	0.2962962963	0.4174960712	0.9613992762	0.0094290204	0.2345679012	0.7272727273	0.0584415584	0.0324675325	0.3116883117	0.024691358	0.0864197531	0.1851851852	0.3333333333	0.0987654321	0.1111111111	0.2098765432	0.037037037	0.024691358	0.0290909091	0.0218181818	0.037037037	0.5432098765	0.5925925926	0.0120481928	0.5654450262	3.2270350391	2.4076641428	0.0927101705	0.3306878307	0.0492945326	0.0187242798	0.0571134627	0.0072016461	0.0438271605
GTrans_FICTION_002	de	croco	pro	41.6941176471	0.079006772	0.0186230248	0	2.5882352941	0.0117647059	0.7647058824	0.1294117647	0.1058823529	0.5411764706	2.2705882353	0.7058823529	0.3699209932	0.9562363239	0.012979684	0.4823529412	0.8593350384	0.0869565217	0	0.0639386189	0.0117647059	0.0235294118	0.8588235294	0.0705882353	0.3176470588	0.2941176471	0.3176470588	0.0705882353	0.0705882353	0.0545851528	0.0109170306	0.4588235294	1.6593406593	0.3076923077	0.0050790068	0.36	3.5011485756	2.2687411436	0.1923061066	0.2098445206	0.007967033	0.0546009546	0.0067071817	0.0561581276	0.0582996369
GTrans_SPEECH_012	de	croco	pro	23.6627906977	0.0319410319	0.0157248157	0	1.0348837209	0.023255814	0.2906976744	0.0465116279	0.011627907	0.3488372093	1.5930232558	0.1511627907	0.4004914005	0.9690844233	0.0058968059	0.2325581395	0.7486338798	0.1256830601	0.0054644809	0.1693989071	0	0.1744186047	0.2906976744	0.0697674419	0.0930232558	0.0813953488	0.1162790698	0.0697674419	0.0348837209	0.0780669145	0.0260223048	0.1627906977	0.7356321839	0.5172413793	0.0127764128	0.5450643777	3.1253772341	2.1255853721	0.1340871772	0.194947007	0.0604368811	0.0252873563	0.0475966562	0.0210727969	0.0606234761
GTrans_ESSAY_005	de	croco	pro	32.9830508475	0.029290853	0.0097636177	0	1.6315789474	0	0.5614035088	0.0877192982	0.0350877193	0.3684210526	2.350877193	0.4561403509	0.4054470709	0.9657282742	0.0077081192	0.5789473684	0.7515151515	0.0666666667	0.0060606061	0.2424242424	0	0.2105263158	0.5789473684	0.2807017544	0.0701754386	0.1403508772	0.3684210526	0.0877192982	0	0.1155234657	0	0.1228070175	1.1451612903	0.3548387097	0.0041109969	0.6028708134	3.6259459989	2.7371265926	0.1723391752	0.2837685612	0.0686327561	0.0564708141	0.0301348741	0.0159242192	0.0184779826
GTrans_INSTR_005	de	croco	pro	20.9182389937	0.0318701143	0.0009019844	0	0.6037735849	0.0125786164	0.0817610063	0.0377358491	0.0062893082	0.1006289308	0.9937106918	0.0377358491	0.3740228503	0.9503437739	0.0039085989	0.2389937107	0.8062015504	0.0465116279	0.003875969	0.2829457364	0.0440251572	0.2641509434	0.2327044025	0.0566037736	0.0251572327	0.0188679245	0.1194968553	0.0314465409	0.0125786164	0.0299401198	0.002994012	0.0691823899	0.43125	0.64375	0.0096211666	0.6025236593	3.1579442739	1.8397124068	0.0886359127	0.0976537698	0.1184623016	0.0184623016	0.0947123016	0.00625	0.0158333333
GTrans_ESSAY_009	de	croco	pro	20.5454545455	0.0243362832	0.017699115	0	0.3636363636	0.0227272727	0.2045454545	0.0681818182	0	0.2272727273	1.7727272727	0.0454545455	0.4446902655	0.9781021898	0.0022123894	0.2954545455	0.6818181818	0.0909090909	0.0227272727	0.1818181818	0.0227272727	0.0227272727	0.3181818182	0.0909090909	0.1590909091	0.0909090909	0.25	0	0	0.0731707317	0.0162601626	0.0909090909	0.6136363636	0.5454545455	0.0066371681	0.7105263158	3.1566055684	1.9425564787	0.1371212121	0.1371212121	0.0511363636	0.0263257576	0.0386363636	0.0227272727	0.040719697
GTrans_TOU_004	de	croco	pro	24.5212765957	0.0186550976	0.0056399132	0.000867679	1.5	0.0319148936	0.2021276596	0.085106383	0	0.329787234	1.6063829787	0.0212765957	0.4017353579	0.9924973205	0.0047722343	0.1382978723	0.8682634731	0.0718562874	0	0.0718562874	0.0212765957	0.1489361702	0.0531914894	0.2021276596	0.0212765957	0.0425531915	0.0957446809	0.1063829787	0	0.0236486486	0.0236486486	0.0425531915	0.4421052632	0.6842105263	0.0134490239	0.6584158416	3.2055296545	1.9211546594	0.1368421053	0.080994152	0.0985380117	0.0152046784	0.0546783626	0.0035087719	0.0532163743
GTrans_SHARE_009	de	croco	pro	21.7345132743	0.0456026059	0.0232084691	0	0.8571428571	0.0089285714	0.3482142857	0.0535714286	0.0178571429	0.3214285714	1.1785714286	0.0803571429	0.4234527687	0.9857819905	0.0089576547	0.1607142857	0.6742081448	0.1085972851	0.0135746606	0.2443438914	0	0.0535714286	0.2321428571	0.2767857143	0.0625	0.1428571429	0.1339285714	0.0446428571	0.0089285714	0.0434782609	0.0289855072	0.0357142857	0.5897435897	0.547008547	0.0089576547	0.4742647059	3.2510022314	2.033087125	0.1495726496	0.1605718356	0.0410968661	0.0159035409	0.0453703704	0.0028490028	0.0511396011
GTrans_ESSAY_013	de	croco	pro	16.5306122449	0.037037037	0.024691358	0.0024691358	0.4489795918	0.0408163265	0.1632653061	0	0.0204081633	0.4489795918	0.7142857143	0.2244897959	0.4061728395	0.9791666667	0.0086419753	0.3673469388	0.8214285714	0.0833333333	0.0238095238	0.1428571429	0	0.0408163265	0.2653061224	0.1224489796	0.0816326531	0.1224489796	0.2040816327	0.0408163265	0.0612244898	0.037037037	0	0.1836734694	0.5102040816	0.5510204082	0.0086419753	0.5871559633	2.9247175758	1.6824539104	0.1037414966	0.219047619	0.0289115646	0.0170068027	0.0255102041	0.0068027211	0.0646258503
GTrans_FICTION_007	de	croco	pro	28.2769230769	0.0478781284	0.0247551687	0.0016322089	0.9153846154	0.0384615385	0.4	0.0384615385	0.0153846154	0.2769230769	1.2384615385	0.5230769231	0.3990750816	0.9832439678	0.0119695321	0.2076923077	0.8846153846	0.0576923077	0.010989011	0.0659340659	0	0.1	0.5923076923	0.1153846154	0.1461538462	0.1538461538	0.3307692308	0.0538461538	0.0307692308	0.0421686747	0.0080321285	0.2923076923	1.1212121212	0.4166666667	0.007616975	0.4552845528	3.2695805316	1.9891068662	0.1775017491	0.1343111854	0.0257184945	0.0240382723	0.0286706349	0.0531685907	0.0420159386
GTrans_FICTION_008	de	croco	pro	16.1224489796	0.102278481	0.0243037975	0.0007594937	0.5591836735	0.0285714286	0.1632653061	0.012244898	0.0081632653	0.2734693878	0.3469387755	0.5755102041	0.3716455696	0.9799732977	0.0124050633	0.2040816327	0.9133709981	0.054613936	0.0131826742	0.0451977401	0	0.0163265306	0.3224489796	0.0612244898	0.0489795918	0.093877551	0.2081632653	0.0448979592	0.0857142857	0.0439814815	0.0023148148	0.2040816327	0.5555555556	0.5952380952	0.0050632911	0.3375886525	2.8371520195	1.4924414569	0.0907238485	0.1619932316	0.0047919673	0.0622703795	0.0036375661	0.0421075838	0.0446886667
GTrans_WEB_010	de	croco	pro	24.0377358491	0.0255102041	0.0168759812	0.001177394	1.0566037736	0.0283018868	0.2264150943	0.0283018868	0.0566037736	0.2264150943	1.3867924528	0.0471698113	0.4332810047	0.9752650177	0.0035321821	0.1226415094	0.6829268293	0.1463414634	0	0.2235772358	0.0188679245	0.1981132075	0.3018867925	0.2452830189	0.1132075472	0.0660377358	0.1037735849	0.0377358491	0.0188679245	0.068627451	0.0065359477	0.0943396226	0.7777777778	0.5	0.0082417582	0.6341463415	3.2945253749	1.9967483374	0.1264146091	0.0876322751	0.0945767196	0.0297619048	0.065292475	0.0149176955	0.0765726044
GTrans_ESSAY_007	de	croco	pro	24.5384615385	0.0112852665	0.010031348	0	0.9230769231	0	0.2153846154	0.0307692308	0.0307692308	0.1538461538	1.7384615385	0.1538461538	0.4144200627	0.9954819277	0.0006269592	0.2153846154	0.8230088496	0.0884955752	0.0088495575	0.4778761062	0.0153846154	0.0769230769	0.2153846154	0.2153846154	0.0153846154	0.0307692308	0.1230769231	0.0307692308	0	0.0946745562	0.0118343195	0.0461538462	0.5	0.5757575758	0.007523511	0.7654320988	3.5298186393	2.247983331	0.1660533911	0.1646464646	0.0607503608	0.0262987013	0.0313131313	0	0.023989899
GTrans_POPSCI_009	de	croco	pro	21.7902097902	0.0141206675	0.0064184852	0	0.4545454545	0.006993007	0.2727272727	0.020979021	0.034965035	0.3496503497	1.3496503497	0.1118881119	0.4358151476	0.9833454019	0.0166880616	0.2587412587	0.9037037037	0.0259259259	0.0037037037	0.3740740741	0.0699300699	0.2237762238	0.3356643357	0.2377622378	0.1328671329	0.0909090909	0.1958041958	0.0839160839	0.0839160839	0.0494623656	0.0086021505	0.1538461538	0.5208333333	0.5763888889	0.0141206675	0.6423611111	3.176465615	2.041861055	0.1261574074	0.1263888889	0.1273148148	0.0462962963	0.0923611111	0.0023148148	0.0133101852
GTrans_SPEECH_006	de	croco	pro	18.5428571429	0.0305084746	0.0181818182	0	0.7314285714	0.0057142857	0.08	0.0057142857	0	0.2457142857	1.16	0.0514285714	0.4036979969	0.993176649	0.0036979969	0.08	0.7490774908	0.1291512915	0.0073800738	0.3468634686	0.0057142857	0.04	0.0857142857	0.1828571429	0.04	0.0114285714	0.0971428571	0	0.0057142857	0.0991501416	0	0.0857142857	0.3257142857	0.7314285714	0.0098613251	0.6212121212	3.2678134296	1.8907732103	0.0613333333	0.1753333333	0.0473333333	0.0178095238	0.0368571429	0.003047619	0.04
GTrans_POPSCI_007	de	croco	pro	22.435483871	0.0402588066	0.0107836089	0.0007189073	0.7741935484	0	0.3064516129	0.0322580645	0	0.4838709677	0.8387096774	0.2258064516	0.3874910137	0.9607843137	0.0143781452	0.4516129032	0.7705882353	0.1117647059	0	0.0823529412	0	0.1935483871	0.3548387097	0.1451612903	0.2903225806	0.1774193548	0.3225806452	0.0806451613	0	0.0222222222	0.0166666667	0.0806451613	1.0967741935	0.3225806452	0.0071890726	0.6102564103	3.1203581077	1.9904208213	0.1423579109	0.2160522273	0.0512288786	0.0391321045	0.0459869432	0.0162826421	0.0528801843
GTrans_SHARE_010	de	croco	pro	16.7361111111	0.0473029046	0.034439834	0	0.7222222222	0.0416666667	0.1388888889	0.0486111111	0.0208333333	0.2291666667	1.0625	0.0763888889	0.431120332	0.9914122137	0.0078838174	0.1388888889	0.7272727273	0.0636363636	0.0409090909	0.2181818182	0	0.0694444444	0.1319444444	0.2430555556	0.0486111111	0.0972222222	0.1736111111	0.0277777778	0.0347222222	0.0705882353	0.0264705882	0.1041666667	0.3172413793	0.7310344828	0.0082987552	0.5103448276	3.018154214	1.7931444572	0.1005747126	0.2008045977	0.0429885057	0.018045977	0.0325287356	0.0048275862	0.0243678161
GTrans_ESSAY_011	de	croco	pro	23.9534883721	0.040776699	0.0155339806	0.0009708738	1	0.023255814	0.3488372093	0.0697674419	0.023255814	0.3023255814	1.3255813953	0.2093023256	0.3883495146	0.9828009828	0.0087378641	0.3720930233	0.7524752475	0.1683168317	0	0.099009901	0	0.0697674419	0.3023255814	0.2558139535	0.1395348837	0.0465116279	0.0697674419	0.0697674419	0.0930232558	0.072	0.016	0.1395348837	0.9545454545	0.3636363636	0.0116504854	0.5190839695	3.1955153094	2.1795444374	0.1625	0.221969697	0.0439393939	0.0159090909	0.0409090909	0.0159090909	0.0375
GTrans_WEB_009	de	croco	pro	23.7239263804	0.0160331006	0.0129299198	0	0.7914110429	0	0.1472392638	0.0429447853	0.0122699387	0.245398773	1.6196319018	0.3312883436	0.4168606155	0.978749241	0.0064649599	0.263803681	0.7818181818	0.103030303	0.0121212121	0.3212121212	0.0245398773	0.1288343558	0.2208588957	0.2085889571	0.0797546012	0.0674846626	0.263803681	0.0306748466	0.0061349693	0.064453125	0.009765625	0.0613496933	0.6121212121	0.5272727273	0.0106025343	0.7512820513	3.2662864994	1.9870624743	0.1221548822	0.1235016835	0.077037037	0.0212121212	0.0386531987	0.0292929293	0.0365319865
